"IUCN","IUCN Category","SPEC","Species","COU","Country","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","JPN","Japan","NBR","Number","0","Units",,,12,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","JPN","Japan","NBR","Number","0","Units",,,29,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","KOR","Korea","NBR","Number","0","Units",,,20,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","KOR","Korea","NBR","Number","0","Units",,,2,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","KOR","Korea","NBR","Number","0","Units",,,3,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","KOR","Korea","NBR","Number","0","Units",,,5,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","LUX","Luxembourg","NBR","Number","0","Units",,,14,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","LUX","Luxembourg","NBR","Number","0","Units",,,1,,
"CRITICAL","Number of critically endangered species","AMPHIBIAN","Amphibians","LUX","Luxembourg","NBR","Number","0","Units",,,2,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","LUX","Luxembourg","NBR","Number","0","Units",,,1,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","LUX","Luxembourg","NBR","Number","0","Units",,,4,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","MEX","Mexico","NBR","Number","0","Units",,,399,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","MEX","Mexico","NBR","Number","0","Units",,,258,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","MEX","Mexico","NBR","Number","0","Units",,,7,,
"CRITICAL","Number of critically endangered species","AMPHIBIAN","Amphibians","MEX","Mexico","NBR","Number","0","Units",,,0,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","MEX","Mexico","NBR","Number","0","Units",,,44,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","MEX","Mexico","NBR","Number","0","Units",,,51,,
"ENDANGERED_IND","Number of endangered indigenous species","AMPHIBIAN","Amphibians","MEX","Mexico","NBR","Number","0","Units",,,6,,
"CRITICAL_IND","Number of critically endangered indigenous species","AMPHIBIAN","Amphibians","MEX","Mexico","NBR","Number","0","Units",,,0,,
"VULNERABLE_IND","Number of vulnerable indigenous species","AMPHIBIAN","Amphibians","MEX","Mexico","NBR","Number","0","Units",,,37,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","NLD","Netherlands","NBR","Number","0","Units",,,16,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","NLD","Netherlands","NBR","Number","0","Units",,,2,,
"CRITICAL","Number of critically endangered species","AMPHIBIAN","Amphibians","NLD","Netherlands","NBR","Number","0","Units",,,2,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","NLD","Netherlands","NBR","Number","0","Units",,,3,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","NLD","Netherlands","NBR","Number","0","Units",,,7,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","NZL","New Zealand","NBR","Number","0","Units",,,8,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","NZL","New Zealand","NBR","Number","0","Units",,,4,,
"ENDANGERED_IND","Number of endangered indigenous species","AMPHIBIAN","Amphibians","NZL","New Zealand","NBR","Number","0","Units",,,0,,
"CRITICAL_IND","Number of critically endangered indigenous species","AMPHIBIAN","Amphibians","NZL","New Zealand","NBR","Number","0","Units",,,0,,
"VULNERABLE_IND","Number of vulnerable indigenous species","AMPHIBIAN","Amphibians","NZL","New Zealand","NBR","Number","0","Units",,,1,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","NOR","Norway","NBR","Number","0","Units",,,6,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","NOR","Norway","NBR","Number","0","Units",,,6,,
"CRITICAL","Number of critically endangered species","AMPHIBIAN","Amphibians","NOR","Norway","NBR","Number","0","Units",,,1,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","NOR","Norway","NBR","Number","0","Units",,,1,,
"CRITICAL_IND","Number of critically endangered indigenous species","AMPHIBIAN","Amphibians","NOR","Norway","NBR","Number","0","Units",,,1,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","POL","Poland","NBR","Number","0","Units",,,18,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","POL","Poland","NBR","Number","0","Units",,,18,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","PRT","Portugal","NBR","Number","0","Units",,,20,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","PRT","Portugal","NBR","Number","0","Units",,,17,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","PRT","Portugal","NBR","Number","0","Units",,,2,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","PRT","Portugal","NBR","Number","0","Units",,,2,,
"VULNERABLE_IND","Number of vulnerable indigenous species","AMPHIBIAN","Amphibians","PRT","Portugal","NBR","Number","0","Units",,,2,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","SVK","Slovak Republic","NBR","Number","0","Units",,,18,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","SVK","Slovak Republic","NBR","Number","0","Units",,,18,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","SVK","Slovak Republic","NBR","Number","0","Units",,,3,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","SVK","Slovak Republic","NBR","Number","0","Units",,,5,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","SVK","Slovak Republic","NBR","Number","0","Units",,,8,,
"ENDANGERED_IND","Number of endangered indigenous species","AMPHIBIAN","Amphibians","SVK","Slovak Republic","NBR","Number","0","Units",,,3,,
"VULNERABLE_IND","Number of vulnerable indigenous species","AMPHIBIAN","Amphibians","SVK","Slovak Republic","NBR","Number","0","Units",,,5,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","ESP","Spain","NBR","Number","0","Units",,,36,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","ESP","Spain","NBR","Number","0","Units",,,4,,
"CRITICAL","Number of critically endangered species","AMPHIBIAN","Amphibians","ESP","Spain","NBR","Number","0","Units",,,2,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","ESP","Spain","NBR","Number","0","Units",,,8,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","ESP","Spain","NBR","Number","0","Units",,,14,,
"ENDANGERED_IND","Number of endangered indigenous species","AMPHIBIAN","Amphibians","ESP","Spain","NBR","Number","0","Units",,,4,,
"CRITICAL_IND","Number of critically endangered indigenous species","AMPHIBIAN","Amphibians","ESP","Spain","NBR","Number","0","Units",,,2,,
"VULNERABLE_IND","Number of vulnerable indigenous species","AMPHIBIAN","Amphibians","ESP","Spain","NBR","Number","0","Units",,,8,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","SWE","Sweden","NBR","Number","0","Units",,,13,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","SWE","Sweden","NBR","Number","0","Units",,,13,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","SWE","Sweden","NBR","Number","0","Units",,,0,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","SWE","Sweden","NBR","Number","0","Units",,,5,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","SWE","Sweden","NBR","Number","0","Units",,,5,,
"ENDANGERED_IND","Number of endangered indigenous species","AMPHIBIAN","Amphibians","SWE","Sweden","NBR","Number","0","Units",,,0,,
"VULNERABLE_IND","Number of vulnerable indigenous species","AMPHIBIAN","Amphibians","SWE","Sweden","NBR","Number","0","Units",,,5,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","CHE","Switzerland","NBR","Number","0","Units",,,19,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","CHE","Switzerland","NBR","Number","0","Units",,,18,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","CHE","Switzerland","NBR","Number","0","Units",,,9,,
"CRITICAL","Number of critically endangered species","AMPHIBIAN","Amphibians","CHE","Switzerland","NBR","Number","0","Units",,,0,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","CHE","Switzerland","NBR","Number","0","Units",,,4,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","CHE","Switzerland","NBR","Number","0","Units",,,13,,
"ENDANGERED_IND","Number of endangered indigenous species","AMPHIBIAN","Amphibians","CHE","Switzerland","NBR","Number","0","Units",,,9,,
"CRITICAL_IND","Number of critically endangered indigenous species","AMPHIBIAN","Amphibians","CHE","Switzerland","NBR","Number","0","Units",,,0,,
"VULNERABLE_IND","Number of vulnerable indigenous species","AMPHIBIAN","Amphibians","CHE","Switzerland","NBR","Number","0","Units",,,4,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","TUR","Turkey","NBR","Number","0","Units",,,141,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","TUR","Turkey","NBR","Number","0","Units",,,10,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","GBR","United Kingdom","NBR","Number","0","Units",,,15,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","USA","United States","NBR","Number","0","Units",,,270,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","USA","United States","NBR","Number","0","Units",,,260,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","USA","United States","NBR","Number","0","Units",,,36,,
"CRITICAL","Number of critically endangered species","AMPHIBIAN","Amphibians","USA","United States","NBR","Number","0","Units",,,31,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","USA","United States","NBR","Number","0","Units",,,42,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","USA","United States","NBR","Number","0","Units",,,109,,
"ENDANGERED_IND","Number of endangered indigenous species","AMPHIBIAN","Amphibians","USA","United States","NBR","Number","0","Units",,,36,,
"CRITICAL_IND","Number of critically endangered indigenous species","AMPHIBIAN","Amphibians","USA","United States","NBR","Number","0","Units",,,31,,
"VULNERABLE_IND","Number of vulnerable indigenous species","AMPHIBIAN","Amphibians","USA","United States","NBR","Number","0","Units",,,42,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","CHL","Chile","NBR","Number","0","Units",,,65,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","CHL","Chile","NBR","Number","0","Units",,,64,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","CHL","Chile","NBR","Number","0","Units",,,23,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","CHL","Chile","NBR","Number","0","Units",,,11,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","CHL","Chile","NBR","Number","0","Units",,,44,,
"ENDANGERED_IND","Number of endangered indigenous species","AMPHIBIAN","Amphibians","CHL","Chile","NBR","Number","0","Units",,,23,,
"VULNERABLE_IND","Number of vulnerable indigenous species","AMPHIBIAN","Amphibians","CHL","Chile","NBR","Number","0","Units",,,11,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","EST","Estonia","NBR","Number","0","Units",,,9,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","EST","Estonia","NBR","Number","0","Units",,,8,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","EST","Estonia","NBR","Number","0","Units",,,1,,
"CRITICAL","Number of critically endangered species","AMPHIBIAN","Amphibians","EST","Estonia","NBR","Number","0","Units",,,1,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","EST","Estonia","NBR","Number","0","Units",,,2,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","EST","Estonia","NBR","Number","0","Units",,,4,,
"ENDANGERED_IND","Number of endangered indigenous species","AMPHIBIAN","Amphibians","EST","Estonia","NBR","Number","0","Units",,,1,,
"CRITICAL_IND","Number of critically endangered indigenous species","AMPHIBIAN","Amphibians","EST","Estonia","NBR","Number","0","Units",,,1,,
"VULNERABLE_IND","Number of vulnerable indigenous species","AMPHIBIAN","Amphibians","EST","Estonia","NBR","Number","0","Units",,,2,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","RUS","Russia","NBR","Number","0","Units",,,27,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","RUS","Russia","NBR","Number","0","Units",,,5,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","SVN","Slovenia","NBR","Number","0","Units",,,21,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","SVN","Slovenia","NBR","Number","0","Units",,,21,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","SVN","Slovenia","NBR","Number","0","Units",,,3,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","SVN","Slovenia","NBR","Number","0","Units",,,14,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","SVN","Slovenia","NBR","Number","0","Units",,,17,,
"ENDANGERED_IND","Number of endangered indigenous species","AMPHIBIAN","Amphibians","SVN","Slovenia","NBR","Number","0","Units",,,3,,
"VULNERABLE_IND","Number of vulnerable indigenous species","AMPHIBIAN","Amphibians","SVN","Slovenia","NBR","Number","0","Units",,,14,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","AUS","Australia","NBR","Number","0","Units",,,19178,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","AUS","Australia","NBR","Number","0","Units",,,17883,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","AUS","Australia","NBR","Number","0","Units",,,527,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","AUS","Australia","NBR","Number","0","Units",,,148,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","AUS","Australia","NBR","Number","0","Units",,,587,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","AUS","Australia","NBR","Number","0","Units",,,1262,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","AUT","Austria","NBR","Number","0","Units",,,2950,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","AUT","Austria","NBR","Number","0","Units",,,2950,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","AUT","Austria","NBR","Number","0","Units",,,348,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","AUT","Austria","NBR","Number","0","Units",,,172,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","AUT","Austria","NBR","Number","0","Units",,,465,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","AUT","Austria","NBR","Number","0","Units",,,985,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","AUT","Austria","NBR","Number","0","Units",,,348,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","AUT","Austria","NBR","Number","0","Units",,,172,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","AUT","Austria","NBR","Number","0","Units",,,465,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","BEL","Belgium","NBR","Number","0","Units",,,1818,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","BEL","Belgium","NBR","Number","0","Units",,,1438,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","BEL","Belgium","NBR","Number","0","Units",,,107,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","BEL","Belgium","NBR","Number","0","Units",,,253,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","BEL","Belgium","NBR","Number","0","Units",,,63,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","BEL","Belgium","NBR","Number","0","Units",,,423,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","BEL","Belgium","NBR","Number","0","Units",,,107,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","BEL","Belgium","NBR","Number","0","Units",,,253,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","BEL","Belgium","NBR","Number","0","Units",,,63,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","CAN","Canada","NBR","Number","0","Units",,,5185,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","CAN","Canada","NBR","Number","0","Units",,,3870,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","CAN","Canada","NBR","Number","0","Units",,,325,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","CAN","Canada","NBR","Number","0","Units",,,467,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","CAN","Canada","NBR","Number","0","Units",,,1107,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","CAN","Canada","NBR","Number","0","Units",,,325,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","CAN","Canada","NBR","Number","0","Units",,,467,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","CZE","Czech Republic","NBR","Number","0","Units",,,3557,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","CZE","Czech Republic","NBR","Number","0","Units",,,2256,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","CZE","Czech Republic","NBR","Number","0","Units",,,412,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","CZE","Czech Republic","NBR","Number","0","Units",,,284,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","CZE","Czech Republic","NBR","Number","0","Units",,,212,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","CZE","Czech Republic","NBR","Number","0","Units",,,908,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","DNK","Denmark","NBR","Number","0","Units",,,2909,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","DNK","Denmark","NBR","Number","0","Units",,,1200,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","DNK","Denmark","NBR","Number","0","Units",,,36,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","DNK","Denmark","NBR","Number","0","Units",,,24,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","DNK","Denmark","NBR","Number","0","Units",,,57,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","DNK","Denmark","NBR","Number","0","Units",,,117,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","DNK","Denmark","NBR","Number","0","Units",,,36,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","DNK","Denmark","NBR","Number","0","Units",,,24,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","DNK","Denmark","NBR","Number","0","Units",,,57,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","FIN","Finland","NBR","Number","0","Units",,,1240,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","FIN","Finland","NBR","Number","0","Units",,,920,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","FIN","Finland","NBR","Number","0","Units",,,88,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","FIN","Finland","NBR","Number","0","Units",,,31,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","FIN","Finland","NBR","Number","0","Units",,,78,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","FIN","Finland","NBR","Number","0","Units",,,197,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","FIN","Finland","NBR","Number","0","Units",,,88,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","FIN","Finland","NBR","Number","0","Units",,,31,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","FIN","Finland","NBR","Number","0","Units",,,78,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","FRA","France","NBR","Number","0","Units",,,1018,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","FRA","France","NBR","Number","0","Units",,,111,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","FRA","France","NBR","Number","0","Units",,,368,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","FRA","France","NBR","Number","0","Units",,,528,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","DEU","Germany","NBR","Number","0","Units",,,3272,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","DEU","Germany","NBR","Number","0","Units",,,2954,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","DEU","Germany","NBR","Number","0","Units",,,273,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","DEU","Germany","NBR","Number","0","Units",,,118,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","DEU","Germany","NBR","Number","0","Units",,,505,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","DEU","Germany","NBR","Number","0","Units",,,896,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","DEU","Germany","NBR","Number","0","Units",,,273,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","DEU","Germany","NBR","Number","0","Units",,,118,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","DEU","Germany","NBR","Number","0","Units",,,505,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","GRC","Greece","NBR","Number","0","Units",,,5850,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","GRC","Greece","NBR","Number","0","Units",,,5700,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","GRC","Greece","NBR","Number","0","Units",,,64,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","GRC","Greece","NBR","Number","0","Units",,,17,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","GRC","Greece","NBR","Number","0","Units",,,174,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","GRC","Greece","NBR","Number","0","Units",,,255,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","HUN","Hungary","NBR","Number","0","Units",,,2721,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","HUN","Hungary","NBR","Number","0","Units",,,2433,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","HUN","Hungary","NBR","Number","0","Units",,,162,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","HUN","Hungary","NBR","Number","0","Units",,,105,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","HUN","Hungary","NBR","Number","0","Units",,,382,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","HUN","Hungary","NBR","Number","0","Units",,,162,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","HUN","Hungary","NBR","Number","0","Units",,,105,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","ISL","Iceland","NBR","Number","0","Units",,,438,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","ISL","Iceland","NBR","Number","0","Units",,,52,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","IRL","Ireland","NBR","Number","0","Units",,,1050,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","IRL","Ireland","NBR","Number","0","Units",,,1050,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","IRL","Ireland","NBR","Number","0","Units",,,25,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","IRL","Ireland","NBR","Number","0","Units",,,20,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","IRL","Ireland","NBR","Number","0","Units",,,56,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","IRL","Ireland","NBR","Number","0","Units",,,101,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","IRL","Ireland","NBR","Number","0","Units",,,25,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","IRL","Ireland","NBR","Number","0","Units",,,20,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","IRL","Ireland","NBR","Number","0","Units",,,56,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","ITA","Italy","NBR","Number","0","Units",,,8195,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","ITA","Italy","NBR","Number","0","Units",,,149,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","ITA","Italy","NBR","Number","0","Units",,,128,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","ITA","Italy","NBR","Number","0","Units",,,276,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","ITA","Italy","NBR","Number","0","Units",,,553,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","JPN","Japan","NBR","Number","0","Units",,,7000,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","JPN","Japan","NBR","Number","0","Units",,,520,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","JPN","Japan","NBR","Number","0","Units",,,525,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","JPN","Japan","NBR","Number","0","Units",,,741,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","JPN","Japan","NBR","Number","0","Units",,,1786,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","KOR","Korea","NBR","Number","0","Units",,,4518,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","KOR","Korea","NBR","Number","0","Units",,,86,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","KOR","Korea","NBR","Number","0","Units",,,28,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","KOR","Korea","NBR","Number","0","Units",,,110,,
