id;x;y;z
2515;-2.989232e-11; -6.484831e-01;-3.483254e-01
2516; 7.837736e-30; -6.508588e-01;-3.513970e-01
2517; 2.497055e-02; -6.354840e-01;-3.448641e-01
2518; 2.298221e-02; -6.336892e-01;-3.427284e-01
2519; 2.100764e-02; -6.315147e-01;-3.413827e-01
2520; 1.428048e-02; -6.392909e-01;-3.444143e-01
2521; 1.927059e-02; -6.291376e-01;-3.408858e-01
2522; 1.305499e-02; -6.365110e-01;-3.433663e-01
2523; 7.222855e-03; -6.439849e-01;-3.457028e-01
2524; 6.589877e-03; -6.409044e-01;-3.442095e-01
2525; 3.281654e-16; -6.423560e-01;-3.442218e-01
2526; 7.799625e-30; -6.455613e-01;-3.459112e-01
2527; 1.244354e-01; -4.843942e-01;-6.197519e-02
2528; 1.324358e-01; -4.714187e-01;-5.692995e-02
2529; 1.270537e-01; -4.843923e-01;-6.076230e-02
2530; 1.297560e-01; -4.715163e-01;-5.797589e-02
2531; 1.345471e-01; -4.586017e-01;-5.511283e-02
2532; 1.372921e-01; -4.584341e-01;-5.430803e-02
2533; 1.212483e-01; -4.974167e-01;-6.520420e-02
2534; 1.186723e-01; -4.973167e-01;-6.654402e-02
2535; 1.151223e-01; -5.103160e-01;-7.043648e-02
2536; 1.125538e-01; -5.101304e-01;-7.185081e-02
2537; 1.157310e-01; -4.972045e-01;-6.640807e-02
2538; 1.213802e-01; -4.842672e-01;-6.161825e-02
2539; 1.096933e-01; -5.100351e-01;-7.190002e-02
2540; 1.069422e-01; -5.099162e-01;-7.014754e-02
2541; 1.127897e-01; -4.969307e-01;-6.427016e-02
2542; 1.182083e-01; -4.838523e-01;-5.908012e-02
2543; 1.265696e-01; -4.713746e-01;-5.739939e-02
2544; 1.231437e-01; -4.708300e-01;-5.454848e-02
2545; 1.275414e-01; -4.578089e-01;-5.128857e-02
2546; 1.312279e-01; -4.584498e-01;-5.431250e-02
2547; 2.476494e-02; -7.093272e-01;-1.324395e-01
2548; 1.203586e-02; -7.263966e-01;-1.292046e-01
2549; 2.377236e-02; -7.103784e-01;-1.298087e-01
2550; 1.258026e-02; -7.264502e-01;-1.317075e-01
2551; 7.889080e-13; -7.335564e-01;-1.310514e-01
2552; 8.427581e-30; -7.328497e-01;-1.286240e-01
2553; 6.451892e-11; -7.324498e-01;-1.275450e-01
2554; 1.140576e-02; -7.263111e-01;-1.280612e-01
2555; 2.256410e-02; -7.109663e-01;-1.285470e-01
2556; 3.491012e-02; -6.881359e-01;-1.292987e-01
2557; 3.615849e-02; -6.863827e-01;-1.320114e-01
2558; 3.322762e-02; -6.894866e-01;-1.279393e-01
2559; 4.314891e-02; -6.649432e-01;-1.251754e-01
2560; 4.514978e-02; -6.630098e-01;-1.265371e-01
2561; 4.651115e-02; -6.608825e-01;-1.292615e-01
2562; 3.743859e-02; -6.845409e-01;-1.352239e-01
2563; 2.596621e-02; -7.083333e-01;-1.356213e-01
2564; 4.768145e-02; -6.589133e-01;-1.324330e-01
2565; 1.328525e-02; -7.276747e-01;-1.347344e-01
2566; 8.451918e-30; -7.362327e-01;-1.339698e-01
2567; 7.003891e-02; -6.092263e-01;-1.207790e-01
2568; 8.016124e-02; -5.880119e-01;-1.094039e-01
2569; 7.215218e-02; -6.100732e-01;-1.196288e-01
2570; 7.782944e-02; -5.873387e-01;-1.106407e-01
2571; 8.534303e-02; -5.676168e-01;-1.007083e-01
2572; 8.790725e-02; -5.680777e-01;-9.941481e-02
2573; 6.404682e-02; -6.335276e-01;-1.287683e-01
2574; 6.198419e-02; -6.326745e-01;-1.297745e-01
2575; 5.983167e-02; -6.322947e-01;-1.298605e-01
2576; 6.785426e-02; -6.087999e-01;-1.209957e-01
2577; 5.794348e-02; -6.326662e-01;-1.287432e-01
2578; 6.595515e-02; -6.091155e-01;-1.199728e-01
2579; 7.543957e-02; -5.870138e-01;-1.109083e-01
2580; 7.337978e-02; -5.873579e-01;-1.098945e-01
2581; 8.045307e-02; -5.678102e-01;-9.991159e-02
2582; 8.271693e-02; -5.674360e-01;-1.009789e-01
2583; 9.950643e-02; -5.358880e-01;-8.496384e-02
2584; 1.087780e-01; -5.229142e-01;-7.663995e-02
2585; 1.021627e-01; -5.361606e-01;-8.357017e-02
2586; 1.061669e-01; -5.226817e-01;-7.806398e-02
2587; 9.522344e-02; -5.510045e-01;-9.098268e-02
2588; 9.256691e-02; -5.506665e-01;-9.233067e-02
2589; 8.981560e-02; -5.505661e-01;-9.258834e-02
2590; 9.670097e-02; -5.358185e-01;-8.518697e-02
2591; 8.741069e-02; -5.508898e-01;-9.142756e-02
2592; 9.418792e-02; -5.360290e-01;-8.388866e-02
2593; 1.033384e-01; -5.226073e-01;-7.822526e-02
2594; 1.007200e-01; -5.226600e-01;-7.674118e-02
2595; 1.421310e-01; -4.332828e-01;-5.373907e-02
2596; 1.475821e-01; -4.228604e-01;-5.411917e-02
2597; 1.449924e-01; -4.332006e-01;-5.370040e-02
2598; 1.446270e-01; -4.226072e-01;-5.371539e-02
2599; 1.460429e-01; -4.146761e-01;-5.367453e-02
2600; 1.491621e-01; -4.152078e-01;-5.443763e-02
2601; 1.415200e-01; -4.453766e-01;-5.349743e-02
2602; 1.387216e-01; -4.455691e-01;-5.395272e-02
2603; 1.352837e-01; -4.454153e-01;-5.291855e-02
2604; 1.385980e-01; -4.327569e-01;-5.242857e-02
2605; 1.313473e-01; -4.447338e-01;-4.991373e-02
2606; 1.344392e-01; -4.316505e-01;-4.950192e-02
2607; 1.410316e-01; -4.209597e-01;-5.205354e-02
2608; 1.366951e-01; -4.186048e-01;-4.913110e-02
2609; 1.378416e-01; -4.044513e-01;-4.832973e-02
2610; 1.423723e-01; -4.119136e-01;-5.177090e-02
2611; 1.452939e-01; -4.101782e-01;-5.346135e-02
2612; 1.477473e-01; -4.130857e-01;-5.530348e-02
2613; 1.490780e-01; -4.104204e-01;-5.442755e-02
2614; 1.434491e-01; -4.130710e-01;-5.437195e-02
2615; 1.496051e-01; -4.110944e-01;-5.433968e-02
2616; 1.462118e-01; -4.106232e-01;-5.340936e-02
2617; 1.424082e-01; -4.075083e-01;-5.155808e-02
2618; 1.411628e-01; -4.071042e-01;-5.188191e-02
2619; 1.386098e-01; -4.001914e-01;-4.885955e-02
2620; 1.372160e-01; -3.998951e-01;-4.952018e-02
2621; 1.386599e-01; -4.100617e-01;-5.320925e-02
2622; 1.342826e-01; -4.024597e-01;-5.119404e-02
2623; 3.656425e-02; -4.730240e-01;-1.615388e-01
2624; 4.725452e-02; -4.896113e-01;-1.755468e-01
2625; 5.229048e-02; -4.798147e-01;-1.533999e-01
2626; 3.302213e-02; -4.834608e-01;-1.818917e-01
2627; 2.936194e-02; -4.941160e-01;-2.037976e-01
2628; 4.204967e-02; -4.996020e-01;-1.990284e-01
2629; 5.234551e-02; -5.032973e-01;-1.960401e-01
2630; 5.875249e-02; -4.938003e-01;-1.712722e-01
2631; 6.494963e-02; -4.845146e-01;-1.475945e-01
2632; 5.689989e-02; -4.694116e-01;-1.335451e-01
2633; 3.980746e-02; -4.621960e-01;-1.433095e-01
2634; 7.061874e-02; -4.744516e-01;-1.263320e-01
2635; 7.544164e-02; -4.632185e-01;-1.080335e-01
2636; 6.082508e-02; -4.580566e-01;-1.163327e-01
2637; 4.257093e-02; -4.506665e-01;-1.273611e-01
2638; 2.046599e-02; -4.553263e-01;-1.521564e-01
2639; 1.879330e-02; -4.666150e-01;-1.690016e-01
2640; 2.189173e-02; -4.435551e-01;-1.372811e-01
2641; 1.008249e-16; -4.400656e-01;-1.419744e-01
2642; 6.406952e-30; -4.519736e-01;-1.563617e-01
2643; 7.890893e-13; -4.635009e-01;-1.725753e-01
2644; 1.696680e-02; -4.776997e-01;-1.878022e-01
2645; 6.571962e-30; -4.749109e-01;-1.906601e-01
2646; 6.311467e-12; -4.865596e-01;-2.105255e-01
2647; 1.507962e-02; -4.890176e-01;-2.083173e-01
2648; 6.061026e-02; -5.237468e-01;-2.494932e-01
2649; 5.457527e-02; -5.404292e-01;-2.683538e-01
2650; 6.357714e-02; -5.263815e-01;-2.475229e-01
2651; 5.215102e-02; -5.381952e-01;-2.700302e-01
2652; 4.445347e-02; -5.537132e-01;-2.888145e-01
2653; 4.642494e-02; -5.555982e-01;-2.873311e-01
2654; 7.285782e-02; -5.134354e-01;-2.253799e-01
2655; 6.936271e-02; -5.104407e-01;-2.276808e-01
2656; 8.184464e-02; -5.019814e-01;-2.014024e-01
2657; 7.793989e-02; -4.987433e-01;-2.041086e-01
2658; 6.597979e-02; -5.080458e-01;-2.292584e-01
2659; 5.774442e-02; -5.216084e-01;-2.508879e-01
2660; 7.418779e-02; -4.961765e-01;-2.059600e-01
2661; 7.073747e-02; -4.953556e-01;-2.060541e-01
2662; 6.283066e-02; -5.072197e-01;-2.293381e-01
2663; 5.502341e-02; -5.207949e-01;-2.510657e-01
2664; 4.982574e-02; -5.363562e-01;-2.712688e-01
2665; 4.753891e-02; -5.355868e-01;-2.715499e-01
2666; 4.060036e-02; -5.514373e-01;-2.903174e-01
2667; 4.256780e-02; -5.521497e-01;-2.899591e-01
2668; 8.321831e-03; -5.859637e-01;-3.232744e-01
2669; 9.325160e-03; -6.013307e-01;-3.302262e-01
2670; 1.245734e-02; -5.864423e-01;-3.199366e-01
2671; 5.917850e-03; -6.029137e-01;-3.339067e-01
2672; 4.638459e-03; -6.160295e-01;-3.411956e-01
2673; 7.730027e-03; -6.124805e-01;-3.373003e-01
2674; 1.054539e-02; -6.081985e-01;-3.336920e-01
2675; 1.263672e-02; -5.999753e-01;-3.276560e-01
2676; 1.640392e-02; -5.866072e-01;-3.175385e-01
2677; 1.684900e-02; -5.691161e-01;-3.063181e-01
2678; 1.152436e-02; -5.671060e-01;-3.093561e-01
2679; 2.164860e-02; -5.704983e-01;-3.041064e-01
2680; 2.765746e-02; -5.539230e-01;-2.872860e-01
2681; 2.186398e-02; -5.516447e-01;-2.893432e-01
2682; 1.510974e-02; -5.485224e-01;-2.922189e-01
2683; 5.849685e-03; -5.652634e-01;-3.120862e-01
2684; 4.165996e-03; -5.852697e-01;-3.262259e-01
2685; 7.714994e-03; -5.457179e-01;-2.948198e-01
2686; 6.311607e-12; -5.443946e-01;-2.960525e-01
2687; 7.215635e-30; -5.643840e-01;-3.133743e-01
2688;-2.811724e-11; -5.848689e-01;-3.276051e-01
2689; 2.869248e-03; -6.035169e-01;-3.370142e-01
2690; 7.497565e-30; -6.035736e-01;-3.384247e-01
2691; 1.578184e-12; -6.182246e-01;-3.455093e-01
2692; 2.164761e-03; -6.177908e-01;-3.442170e-01
2693; 1.245829e-01; -4.275909e-01;-3.946274e-02
2694; 1.315171e-01; -4.162295e-01;-4.494551e-02
2695; 1.297006e-01; -4.299915e-01;-4.469217e-02
2696; 1.258492e-01; -4.134360e-01;-4.068220e-02
2697; 1.260694e-01; -3.982955e-01;-4.084191e-02
2698; 1.319745e-01; -4.014037e-01;-4.426111e-02
2699; 1.270531e-01; -4.433427e-01;-4.445708e-02
2700; 1.224885e-01; -4.411574e-01;-3.825375e-02
2701; 1.236946e-01; -4.565096e-01;-4.542262e-02
2702; 1.196824e-01; -4.545124e-01;-3.856920e-02
2703; 1.177409e-01; -4.380933e-01;-3.300893e-02
2704; 1.192866e-01; -4.242600e-01;-3.527707e-02
2705; 1.155002e-01; -4.517779e-01;-3.258290e-02
2706; 1.111431e-01; -4.484391e-01;-2.937352e-02
2707; 1.128976e-01; -4.342321e-01;-3.048445e-02
2708; 1.139656e-01; -4.199836e-01;-3.364627e-02
2709; 1.200437e-01; -4.098265e-01;-3.752661e-02
2710; 1.142649e-01; -4.052533e-01;-3.670451e-02
2711; 1.137131e-01; -3.898361e-01;-3.816387e-02
2712; 1.199185e-01; -3.945108e-01;-3.848657e-02
2713; 3.495020e-02; -5.614133e-01;-7.416033e-02
2714; 5.406865e-02; -5.336397e-01;-6.737858e-02
2715; 5.033529e-02; -5.517529e-01;-7.907058e-02
2716; 3.758184e-02; -5.418550e-01;-6.136889e-02
2717; 3.982456e-02; -5.227996e-01;-4.948754e-02
2718; 5.725640e-02; -5.158948e-01;-5.641304e-02
2719; 7.171172e-02; -5.099107e-01;-6.122866e-02
2720; 6.779052e-02; -5.264667e-01;-7.138329e-02
2721; 6.321237e-02; -5.432991e-01;-8.206444e-02
2722; 4.608764e-02; -5.710514e-01;-9.073314e-02
2723; 3.195017e-02; -5.820272e-01;-8.702570e-02
2724; 5.801997e-02; -5.614184e-01;-9.264002e-02
2725; 5.225603e-02; -5.816558e-01;-1.028972e-01
2726; 4.135699e-02; -5.922099e-01;-1.019630e-01
2727; 2.860226e-02; -6.041532e-01;-9.938008e-02
2728; 1.634261e-02; -5.911731e-01;-8.328000e-02
2729; 1.789310e-02; -5.694816e-01;-6.937128e-02
2730; 1.461041e-02; -6.140630e-01;-9.662297e-02
2731; 6.311264e-12; -6.185097e-01;-9.520041e-02
2732; 7.437966e-30; -5.952891e-01;-8.139580e-02
2733; 1.172042e-10; -5.731188e-01;-6.700363e-02
2734; 1.925174e-02; -5.487201e-01;-5.564007e-02
2735; 7.125222e-30; -5.518163e-01;-5.284107e-02
2736; 9.551014e-25; -5.311754e-01;-3.979056e-02
2737; 2.040837e-02; -5.285715e-01;-4.296007e-02
2738; 3.925144e-02; -3.428580e-01;-2.334587e-02
2739; 6.034461e-02; -3.560124e-01;-3.515324e-02
2740; 4.174549e-02; -3.568132e-01;-2.668498e-02
2741; 5.696815e-02; -3.425802e-01;-3.014047e-02
2742; 7.239404e-02; -3.430112e-01;-3.540513e-02
2743; 7.621539e-02; -3.561947e-01;-4.149373e-02
2744; 7.953340e-02; -3.711452e-01;-4.552457e-02
2745; 6.328496e-02; -3.713504e-01;-3.846277e-02
2746; 4.392089e-02; -3.727607e-01;-2.877720e-02
2747; 2.132747e-02; -3.572689e-01;-1.887318e-02
2748; 2.000752e-02; -3.428384e-01;-1.722472e-02
2749; 2.247972e-02; -3.737840e-01;-1.969451e-02
2750; 1.262253e-11; -3.741989e-01;-1.530389e-02
2751; 5.726662e-30; -3.574105e-01;-1.513141e-02
2752; 1.577803e-12; -3.427542e-01;-1.433252e-02
2753; 1.883819e-02; -3.310620e-01;-1.610041e-02
2754; 3.703978e-02; -3.314622e-01;-2.045892e-02
2755; 5.535209e-30; -3.307977e-01;-1.407908e-02
2756;-1.164153e-10; -3.223150e-01;-1.563043e-02
2757; 1.813778e-02; -3.226436e-01;-1.688215e-02
2758; 3.571157e-02; -3.231975e-01;-1.965491e-02
2759; 5.396819e-02; -3.316054e-01;-2.544922e-02
2760; 5.215740e-02; -3.235442e-01;-2.296656e-02
2761; 6.691127e-02; -3.241490e-01;-2.577688e-02
2762; 6.898683e-02; -3.321882e-01;-2.948017e-02
2763; 1.132676e-01; -4.327948e-01;-8.333628e-02
2764; 1.139233e-01; -4.497451e-01;-8.998051e-02
2765; 1.178331e-01; -4.360175e-01;-7.803989e-02
2766; 1.096253e-01; -4.467125e-01;-9.492508e-02
2767; 1.050390e-01; -4.592905e-01;-1.100063e-01
2768; 1.091977e-01; -4.622607e-01;-1.054744e-01
2769; 1.209495e-01; -4.212704e-01;-6.876850e-02
2770; 1.159746e-01; -4.177614e-01;-7.425813e-02
2771; 1.227768e-01; -4.051645e-01;-6.123838e-02
2772; 1.176256e-01; -4.015659e-01;-6.651571e-02
2773; 1.117109e-01; -4.148162e-01;-7.833079e-02
2774; 1.093131e-01; -4.300628e-01;-8.733333e-02
2775; 1.131533e-01; -3.985311e-01;-7.038602e-02
2776; 1.092140e-01; -3.970029e-01;-7.157898e-02
2777; 1.080116e-01; -4.135247e-01;-7.962719e-02
2778; 1.058532e-01; -4.290031e-01;-8.865681e-02
2779; 1.059044e-01; -4.441761e-01;-9.867990e-02
2780; 1.026305e-01; -4.433136e-01;-9.993056e-02
2781; 9.823510e-02; -4.561213e-01;-1.145383e-01
2782; 1.014295e-01; -4.568633e-01;-1.134365e-01
2783; 2.220591e-02; -5.182464e-01;-2.496864e-01
2784; 2.686614e-02; -5.363207e-01;-2.689848e-01
2785; 3.188088e-02; -5.227622e-01;-2.464353e-01
2786; 1.866229e-02; -5.323950e-01;-2.719299e-01
2787; 3.371722e-02; -5.391552e-01;-2.670034e-01
2788; 3.984225e-02; -5.259331e-01;-2.443891e-01
2789; 3.693359e-02; -5.105875e-01;-2.228872e-01
2790; 2.576450e-02; -5.055990e-01;-2.266857e-01
2791; 4.604688e-02; -5.139944e-01;-2.205736e-01
2792; 1.322488e-02; -5.010058e-01;-2.303061e-01
2793; 1.138856e-02; -5.141294e-01;-2.527553e-01
2794; 6.743842e-30; -4.988029e-01;-2.320808e-01
2795;-5.662950e-11; -5.121666e-01;-2.542506e-01
2796; 9.556605e-03; -5.288533e-01;-2.746513e-01
2797; 6.947961e-30; -5.271763e-01;-2.759596e-01
2798; 4.311560e-02; -4.845780e-01;-3.126711e-02
2799; 6.354418e-02; -4.607298e-01;-3.391799e-02
2800; 6.194769e-02; -4.792504e-01;-3.930586e-02
2801; 4.423172e-02; -4.654879e-01;-2.553505e-02
2802; 4.504013e-02; -4.464062e-01;-2.269562e-02
2803; 6.470320e-02; -4.422183e-01;-3.147984e-02
2804; 8.093788e-02; -4.392068e-01;-3.748754e-02
2805; 7.949254e-02; -4.570410e-01;-3.967432e-02
2806; 7.750894e-02; -4.748971e-01;-4.488474e-02
2807; 5.986726e-02; -4.977019e-01;-4.692984e-02
2808; 4.165785e-02; -5.036945e-01;-3.935245e-02
2809; 7.493326e-02; -4.926206e-01;-5.223267e-02
2810; 2.135283e-02; -5.087189e-01;-3.220499e-02
2811; 2.210294e-02; -4.890696e-01;-2.364279e-02
2812; 6.831514e-30; -5.109897e-01;-2.873449e-02
2813; 1.148375e-10; -4.911066e-01;-1.993165e-02
2814; 2.267654e-02; -4.695307e-01;-1.754147e-02
2815; 6.546514e-30; -4.713734e-01;-1.364079e-02
2816; 1.037928e-10; -4.516263e-01;-1.018306e-02
2817; 2.309146e-02; -4.499874e-01;-1.429087e-02
2818; 4.567403e-02; -4.084713e-01;-2.560125e-02
2819; 6.497656e-02; -3.880429e-01;-3.804430e-02
2820; 6.563383e-02; -4.056654e-01;-3.556824e-02
2821; 4.517658e-02; -3.901334e-01;-2.792344e-02
2822; 8.143055e-02; -3.872690e-01;-4.527626e-02
2823; 8.214097e-02; -4.041942e-01;-4.256588e-02
2824; 6.547123e-02; -4.237937e-01;-3.270501e-02
2825; 4.557472e-02; -4.273148e-01;-2.328816e-02
2826; 8.189870e-02; -4.215490e-01;-3.921051e-02
2827; 2.336553e-02; -4.303246e-01;-1.428086e-02
2828; 2.341246e-02; -4.108357e-01;-1.610014e-02
2829; 6.261114e-30; -4.317016e-01;-9.879589e-03
2830; 1.164153e-10; -4.119075e-01;-1.146606e-02
2831; 2.314595e-02; -3.918142e-01;-1.833743e-02
2832; 5.979473e-30; -3.925523e-01;-1.367813e-02
2833; 9.308584e-02; -4.801251e-01;-1.526405e-01
2834; 8.996487e-02; -4.924101e-01;-1.750681e-01
2835; 9.722570e-02; -4.833355e-01;-1.488962e-01
2836; 8.587335e-02; -4.891214e-01;-1.782923e-01
2837; 1.036343e-01; -4.733716e-01;-1.254056e-01
2838; 9.950015e-02; -4.703047e-01;-1.295616e-01
2839; 9.583276e-02; -4.678318e-01;-1.326693e-01
2840; 8.930185e-02; -4.775554e-01;-1.553805e-01
2841; 9.255880e-02; -4.670913e-01;-1.335699e-01
2842; 8.589087e-02; -4.767683e-01;-1.560244e-01
2843; 8.202433e-02; -4.865083e-01;-1.805724e-01
2844; 7.852065e-02; -4.856975e-01;-1.809010e-01
2845; 9.864864e-02; -4.337458e-01;-8.193867e-02
2846; 9.967314e-02; -4.453026e-01;-9.736267e-02
2847; 1.027715e-01; -4.307972e-01;-8.593252e-02
2848; 9.567240e-02; -4.483703e-01;-9.361593e-02
2849; 9.140725e-02; -4.613154e-01;-1.085231e-01
2850; 9.532198e-02; -4.582063e-01;-1.120846e-01
2851; 1.047301e-01; -4.149769e-01;-7.678804e-02
2852; 1.004224e-01; -4.176246e-01;-7.261278e-02
2853; 1.056618e-01; -3.979242e-01;-6.882424e-02
2854; 1.010801e-01; -3.999934e-01;-6.474837e-02
2855; 9.364458e-02; -4.199194e-01;-6.990084e-02
2856; 9.206510e-02; -4.361492e-01;-7.945346e-02
2857; 9.405211e-02; -4.019088e-01;-6.197795e-02
2858; 8.316115e-02; -4.020178e-01;-6.304146e-02
2859; 8.295271e-02; -4.199687e-01;-7.139262e-02
2860; 8.160143e-02; -4.360204e-01;-8.126953e-02
2861; 8.926810e-02; -4.507442e-01;-9.133005e-02
2862; 7.910014e-02; -4.504226e-01;-9.324794e-02
2863; 8.520808e-02; -4.636454e-01;-1.063016e-01
2864; 7.911952e-02; -4.821422e-01;-1.498243e-01
2865; 7.546514e-02; -4.878155e-01;-1.782706e-01
2866; 8.287007e-02; -4.789059e-01;-1.534803e-01
2867; 7.183429e-02; -4.910721e-01;-1.745412e-01
2868; 6.427971e-02; -5.004777e-01;-1.998838e-01
2869; 6.773812e-02; -4.973555e-01;-2.034881e-01
2870; 8.960498e-02; -4.692218e-01;-1.311044e-01
2871; 8.576673e-02; -4.723979e-01;-1.275387e-01
2872; 7.983951e-02; -4.747941e-01;-1.251389e-01
2873; 7.351934e-02; -4.846511e-01;-1.471325e-01
2874; 6.660458e-02; -4.936771e-01;-1.715727e-01
2875; 5.945218e-02; -5.030238e-01;-1.968632e-01
2876; 4.952898e-02; -5.243142e-01;-2.469685e-01
2877; 4.523006e-02; -5.365618e-01;-2.703532e-01
2878; 5.249105e-02; -5.221355e-01;-2.493857e-01
2879; 4.245377e-02; -5.382010e-01;-2.685904e-01
2880; 3.565932e-02; -5.533074e-01;-2.881206e-01
2881; 3.838349e-02; -5.521057e-01;-2.894421e-01
2882; 6.003691e-02; -5.089312e-01;-2.271452e-01
2883; 5.682444e-02; -5.116491e-01;-2.240463e-01
2884; 5.241913e-02; -5.138426e-01;-2.214078e-01
2885; 4.551882e-02; -5.260153e-01;-2.449349e-01
2886; 3.876463e-02; -5.394237e-01;-2.671728e-01
2887; 3.216995e-02; -5.541952e-01;-2.871401e-01
2888; 4.610028e-02; -4.244945e-01;-1.020348e-01
2889; 6.380840e-02; -4.454041e-01;-1.021125e-01
2890; 6.583820e-02; -4.313723e-01;-9.017950e-02
2891; 4.467384e-02; -4.381253e-01;-1.138508e-01
2892; 6.690280e-02; -4.158797e-01;-7.982850e-02
2893; 4.683438e-02; -4.096965e-01;-9.116944e-02
2894; 6.699055e-02; -3.986679e-01;-7.046741e-02
2895; 4.686022e-02; -3.935412e-01;-8.057648e-02
2896; 2.408694e-02; -4.034631e-01;-1.013764e-01
2897; 2.371259e-02; -4.176765e-01;-1.126869e-01
2898; 2.409007e-02; -3.883198e-01;-8.968940e-02
2899;-1.164153e-10; -3.856846e-01;-9.400051e-02
2900; 6.035445e-30; -4.003325e-01;-1.062018e-01
2901;-1.164152e-10; -4.142806e-01;-1.177194e-01
2902; 2.297739e-02; -4.310229e-01;-1.243899e-01
2903; 6.230982e-30; -4.275131e-01;-1.293686e-01
2904; 3.237251e-02; -5.866467e-01;-3.193545e-01
2905; 2.871093e-02; -6.035437e-01;-3.289668e-01
2906; 3.394486e-02; -5.882573e-01;-3.178691e-01
2907; 2.723651e-02; -6.018740e-01;-3.304315e-01
2908; 2.220177e-02; -6.148594e-01;-3.381884e-01
2909; 2.354496e-02; -6.167191e-01;-3.368836e-01
2910; 3.969883e-02; -5.719082e-01;-3.039134e-01
2911; 3.798606e-02; -5.702285e-01;-3.053691e-01
2912; 3.631470e-02; -5.688494e-01;-3.065162e-01
2913; 3.078258e-02; -5.853549e-01;-3.205422e-01
2914; 3.443092e-02; -5.681883e-01;-3.068953e-01
2915; 2.886096e-02; -5.847161e-01;-3.209244e-01
2916; 2.568759e-02; -6.005658e-01;-3.316387e-01
2917; 2.372083e-02; -5.998971e-01;-3.320454e-01
2918; 1.884087e-02; -6.126322e-01;-3.398596e-01
2919; 2.074590e-02; -6.134144e-01;-3.393545e-01
2920; 1.137593e-02; -6.311817e-01;-3.436371e-01
2921; 1.567365e-02; -6.228331e-01;-3.432381e-01
2922; 1.050350e-02; -6.291451e-01;-3.444806e-01
2923; 1.689199e-02; -6.245524e-01;-3.422138e-01
2924; 1.405144e-02; -6.218221e-01;-3.439685e-01
2925; 9.329906e-03; -6.278691e-01;-3.454794e-01
2926; 5.268067e-03; -6.326737e-01;-3.442733e-01
2927; 5.722344e-03; -6.349763e-01;-3.435875e-01
2928; 4.653636e-03; -6.311755e-01;-3.454999e-01
2929;-1.577473e-12; -6.321435e-01;-3.451376e-01
2930; 7.714598e-30; -6.337422e-01;-3.438072e-01
2931; 2.890702e-11; -6.361648e-01;-3.431945e-01
2932; 6.126327e-03; -6.378106e-01;-3.435353e-01
2933; 1.215662e-02; -6.337224e-01;-3.431864e-01
2934; 7.753359e-30; -6.391301e-01;-3.433245e-01
2935; 1.799484e-02; -6.267353e-01;-3.412963e-01
2936; 2.327322e-02; -5.858096e-01;-3.185530e-01
2937; 2.099287e-02; -6.001458e-01;-3.311085e-01
2938; 2.629353e-02; -5.850646e-01;-3.199936e-01
2939; 1.803989e-02; -6.004769e-01;-3.294970e-01
2940; 1.345308e-02; -6.126086e-01;-3.376759e-01
2941; 1.615022e-02; -6.127605e-01;-3.391821e-01
2942; 3.208086e-02; -5.686623e-01;-3.060468e-01
2943; 2.920609e-02; -5.696317e-01;-3.047678e-01
2944; 2.574815e-02; -5.704569e-01;-3.038554e-01
2945; 1.999295e-02; -5.863600e-01;-3.174060e-01
2946; 1.539807e-02; -6.000555e-01;-3.278795e-01
2947; 1.152857e-02; -6.109850e-01;-3.356953e-01
2948; 5.966988e-03; -6.266783e-01;-3.465050e-01
2949; 3.769192e-03; -6.307540e-01;-3.471746e-01
2950; 7.645729e-03; -6.276100e-01;-3.463956e-01
2951; 2.881632e-03; -6.295934e-01;-3.482303e-01
2952; 4.458016e-16; -6.304051e-01;-3.486895e-01
2953; 7.699550e-30; -6.316504e-01;-3.471610e-01
2954; 1.173696e-02; -6.217637e-01;-3.440046e-01
2955; 9.459793e-03; -6.211796e-01;-3.431661e-01
2956; 7.949526e-03; -6.185910e-01;-3.412725e-01
2957; 4.809701e-03; -6.233846e-01;-3.450834e-01
2958; 2.257856e-03; -6.258777e-01;-3.476001e-01
2959; 7.662852e-30; -6.265491e-01;-3.485349e-01
2960; 9.094033e-02; -5.372580e-01;-7.695831e-02
2961; 9.873921e-02; -5.228088e-01;-7.322916e-02
2962; 9.240884e-02; -5.365958e-01;-8.071802e-02
2963; 9.701911e-02; -5.229160e-01;-6.904070e-02
2964; 1.026531e-01; -5.092274e-01;-6.137902e-02
2965; 1.047017e-01; -5.096596e-01;-6.615681e-02
2966; 8.579337e-02; -5.518235e-01;-8.852023e-02
2967; 8.450761e-02; -5.529925e-01;-8.509165e-02
2968; 7.897556e-02; -5.690144e-01;-9.719139e-02
2969; 7.781186e-02; -5.705950e-01;-9.398753e-02
2970; 8.309741e-02; -5.540218e-01;-8.236712e-02
2971; 8.935893e-02; -5.377541e-01;-7.389284e-02
2972; 7.648940e-02; -5.720983e-01;-9.146921e-02
2973; 7.453565e-02; -5.730736e-01;-9.079558e-02
2974; 8.110674e-02; -5.545490e-01;-8.153175e-02
2975; 8.724124e-02; -5.378435e-01;-7.272817e-02
2976; 9.518269e-02; -5.228437e-01;-6.552729e-02
2977; 9.285296e-02; -5.224755e-01;-6.393465e-02
2978; 9.785575e-02; -5.077102e-01;-5.515814e-02
2979; 1.004774e-01; -5.085813e-01;-5.726537e-02
2980; 1.122989e-01; -4.816897e-01;-4.738218e-02
