"IUCN","IUCN Category","SPEC","Species","COU","Country","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","GBR","United Kingdom","NBR","Number","0","Units",,,20,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","GBR","United Kingdom","NBR","Number","0","Units",,,8,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","USA","United States","NBR","Number","0","Units",,,270,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","USA","United States","NBR","Number","0","Units",,,260,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","USA","United States","NBR","Number","0","Units",,,36,,
"CRITICAL","Number of critically endangered species","AMPHIBIAN","Amphibians","USA","United States","NBR","Number","0","Units",,,31,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","USA","United States","NBR","Number","0","Units",,,42,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","USA","United States","NBR","Number","0","Units",,,109,,
"ENDANGERED_IND","Number of endangered indigenous species","AMPHIBIAN","Amphibians","USA","United States","NBR","Number","0","Units",,,36,,
"CRITICAL_IND","Number of critically endangered indigenous species","AMPHIBIAN","Amphibians","USA","United States","NBR","Number","0","Units",,,31,,
"VULNERABLE_IND","Number of vulnerable indigenous species","AMPHIBIAN","Amphibians","USA","United States","NBR","Number","0","Units",,,42,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","CHL","Chile","NBR","Number","0","Units",,,65,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","CHL","Chile","NBR","Number","0","Units",,,64,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","CHL","Chile","NBR","Number","0","Units",,,23,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","CHL","Chile","NBR","Number","0","Units",,,11,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","CHL","Chile","NBR","Number","0","Units",,,44,,
"ENDANGERED_IND","Number of endangered indigenous species","AMPHIBIAN","Amphibians","CHL","Chile","NBR","Number","0","Units",,,23,,
"VULNERABLE_IND","Number of vulnerable indigenous species","AMPHIBIAN","Amphibians","CHL","Chile","NBR","Number","0","Units",,,11,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","EST","Estonia","NBR","Number","0","Units",,,9,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","EST","Estonia","NBR","Number","0","Units",,,8,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","EST","Estonia","NBR","Number","0","Units",,,1,,
"CRITICAL","Number of critically endangered species","AMPHIBIAN","Amphibians","EST","Estonia","NBR","Number","0","Units",,,1,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","EST","Estonia","NBR","Number","0","Units",,,2,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","EST","Estonia","NBR","Number","0","Units",,,4,,
"ENDANGERED_IND","Number of endangered indigenous species","AMPHIBIAN","Amphibians","EST","Estonia","NBR","Number","0","Units",,,1,,
"CRITICAL_IND","Number of critically endangered indigenous species","AMPHIBIAN","Amphibians","EST","Estonia","NBR","Number","0","Units",,,1,,
"VULNERABLE_IND","Number of vulnerable indigenous species","AMPHIBIAN","Amphibians","EST","Estonia","NBR","Number","0","Units",,,2,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","RUS","Russia","NBR","Number","0","Units",,,27,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","RUS","Russia","NBR","Number","0","Units",,,5,,
"TOT_KNOWN","Total number of known species","AMPHIBIAN","Amphibians","SVN","Slovenia","NBR","Number","0","Units",,,21,,
"TOT_KNOWN_IND","Total number of indigenous known species","AMPHIBIAN","Amphibians","SVN","Slovenia","NBR","Number","0","Units",,,21,,
"ENDANGERED","Number of endangered species","AMPHIBIAN","Amphibians","SVN","Slovenia","NBR","Number","0","Units",,,3,,
"VULNERABLE","Number of vulnerable species","AMPHIBIAN","Amphibians","SVN","Slovenia","NBR","Number","0","Units",,,14,,
"THREATENED","Total number of threatened species","AMPHIBIAN","Amphibians","SVN","Slovenia","NBR","Number","0","Units",,,17,,
"ENDANGERED_IND","Number of endangered indigenous species","AMPHIBIAN","Amphibians","SVN","Slovenia","NBR","Number","0","Units",,,3,,
"VULNERABLE_IND","Number of vulnerable indigenous species","AMPHIBIAN","Amphibians","SVN","Slovenia","NBR","Number","0","Units",,,14,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","AUS","Australia","NBR","Number","0","Units",,,19178,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","AUS","Australia","NBR","Number","0","Units",,,17883,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","AUS","Australia","NBR","Number","0","Units",,,527,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","AUS","Australia","NBR","Number","0","Units",,,148,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","AUS","Australia","NBR","Number","0","Units",,,587,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","AUS","Australia","NBR","Number","0","Units",,,1262,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","AUT","Austria","NBR","Number","0","Units",,,2950,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","AUT","Austria","NBR","Number","0","Units",,,2950,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","AUT","Austria","NBR","Number","0","Units",,,348,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","AUT","Austria","NBR","Number","0","Units",,,172,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","AUT","Austria","NBR","Number","0","Units",,,465,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","AUT","Austria","NBR","Number","0","Units",,,985,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","AUT","Austria","NBR","Number","0","Units",,,348,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","AUT","Austria","NBR","Number","0","Units",,,172,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","AUT","Austria","NBR","Number","0","Units",,,465,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","BEL","Belgium","NBR","Number","0","Units",,,1818,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","BEL","Belgium","NBR","Number","0","Units",,,1438,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","BEL","Belgium","NBR","Number","0","Units",,,107,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","BEL","Belgium","NBR","Number","0","Units",,,253,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","BEL","Belgium","NBR","Number","0","Units",,,63,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","BEL","Belgium","NBR","Number","0","Units",,,423,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","BEL","Belgium","NBR","Number","0","Units",,,107,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","BEL","Belgium","NBR","Number","0","Units",,,253,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","BEL","Belgium","NBR","Number","0","Units",,,63,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","CAN","Canada","NBR","Number","0","Units",,,5111,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","CAN","Canada","NBR","Number","0","Units",,,3859,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","CAN","Canada","NBR","Number","0","Units",,,101,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","CAN","Canada","NBR","Number","0","Units",,,47,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","CAN","Canada","NBR","Number","0","Units",,,148,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","CAN","Canada","NBR","Number","0","Units",,,101,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","CAN","Canada","NBR","Number","0","Units",,,47,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","CZE","Czech Republic","NBR","Number","0","Units",,,3557,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","CZE","Czech Republic","NBR","Number","0","Units",,,2256,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","CZE","Czech Republic","NBR","Number","0","Units",,,352,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","CZE","Czech Republic","NBR","Number","0","Units",,,471,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","CZE","Czech Republic","NBR","Number","0","Units",,,352,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","CZE","Czech Republic","NBR","Number","0","Units",,,1175,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","DNK","Denmark","NBR","Number","0","Units",,,2909,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","DNK","Denmark","NBR","Number","0","Units",,,1200,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","DNK","Denmark","NBR","Number","0","Units",,,36,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","DNK","Denmark","NBR","Number","0","Units",,,24,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","DNK","Denmark","NBR","Number","0","Units",,,57,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","DNK","Denmark","NBR","Number","0","Units",,,117,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","DNK","Denmark","NBR","Number","0","Units",,,36,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","DNK","Denmark","NBR","Number","0","Units",,,24,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","DNK","Denmark","NBR","Number","0","Units",,,57,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","FIN","Finland","NBR","Number","0","Units",,,1240,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","FIN","Finland","NBR","Number","0","Units",,,920,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","FIN","Finland","NBR","Number","0","Units",,,88,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","FIN","Finland","NBR","Number","0","Units",,,31,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","FIN","Finland","NBR","Number","0","Units",,,78,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","FIN","Finland","NBR","Number","0","Units",,,197,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","FIN","Finland","NBR","Number","0","Units",,,88,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","FIN","Finland","NBR","Number","0","Units",,,31,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","FIN","Finland","NBR","Number","0","Units",,,78,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","FRA","France","NBR","Number","0","Units",,,994,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","FRA","France","NBR","Number","0","Units",,,111,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","FRA","France","NBR","Number","0","Units",,,368,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","FRA","France","NBR","Number","0","Units",,,528,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","DEU","Germany","NBR","Number","0","Units",,,3272,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","DEU","Germany","NBR","Number","0","Units",,,2954,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","DEU","Germany","NBR","Number","0","Units",,,273,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","DEU","Germany","NBR","Number","0","Units",,,118,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","DEU","Germany","NBR","Number","0","Units",,,505,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","DEU","Germany","NBR","Number","0","Units",,,896,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","DEU","Germany","NBR","Number","0","Units",,,273,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","DEU","Germany","NBR","Number","0","Units",,,118,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","DEU","Germany","NBR","Number","0","Units",,,505,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","GRC","Greece","NBR","Number","0","Units",,,5850,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","GRC","Greece","NBR","Number","0","Units",,,5700,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","GRC","Greece","NBR","Number","0","Units",,,64,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","GRC","Greece","NBR","Number","0","Units",,,17,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","GRC","Greece","NBR","Number","0","Units",,,174,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","GRC","Greece","NBR","Number","0","Units",,,255,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","HUN","Hungary","NBR","Number","0","Units",,,2510,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","HUN","Hungary","NBR","Number","0","Units",,,2433,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","HUN","Hungary","NBR","Number","0","Units",,,52,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","HUN","Hungary","NBR","Number","0","Units",,,127,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","HUN","Hungary","NBR","Number","0","Units",,,179,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","HUN","Hungary","NBR","Number","0","Units",,,52,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","HUN","Hungary","NBR","Number","0","Units",,,127,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","ISL","Iceland","NBR","Number","0","Units",,,438,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","ISL","Iceland","NBR","Number","0","Units",,,52,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","IRL","Ireland","NBR","Number","0","Units",,,1050,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","IRL","Ireland","NBR","Number","0","Units",,,1050,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","IRL","Ireland","NBR","Number","0","Units",,,25,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","IRL","Ireland","NBR","Number","0","Units",,,20,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","IRL","Ireland","NBR","Number","0","Units",,,56,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","IRL","Ireland","NBR","Number","0","Units",,,101,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","IRL","Ireland","NBR","Number","0","Units",,,25,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","IRL","Ireland","NBR","Number","0","Units",,,20,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","IRL","Ireland","NBR","Number","0","Units",,,56,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","ITA","Italy","NBR","Number","0","Units",,,6711,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","ITA","Italy","NBR","Number","0","Units",,,5929,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","ITA","Italy","NBR","Number","0","Units",,,149,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","ITA","Italy","NBR","Number","0","Units",,,128,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","ITA","Italy","NBR","Number","0","Units",,,276,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","ITA","Italy","NBR","Number","0","Units",,,553,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","ITA","Italy","NBR","Number","0","Units",,,149,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","ITA","Italy","NBR","Number","0","Units",,,128,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","ITA","Italy","NBR","Number","0","Units",,,276,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","JPN","Japan","NBR","Number","0","Units",,,7000,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","JPN","Japan","NBR","Number","0","Units",,,519,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","JPN","Japan","NBR","Number","0","Units",,,519,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","JPN","Japan","NBR","Number","0","Units",,,741,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","JPN","Japan","NBR","Number","0","Units",,,1779,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","KOR","Korea","NBR","Number","0","Units",,,4425,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","KOR","Korea","NBR","Number","0","Units",,,86,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","KOR","Korea","NBR","Number","0","Units",,,28,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","KOR","Korea","NBR","Number","0","Units",,,110,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","KOR","Korea","NBR","Number","0","Units",,,224,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","KOR","Korea","NBR","Number","0","Units",,,86,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","KOR","Korea","NBR","Number","0","Units",,,28,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","KOR","Korea","NBR","Number","0","Units",,,110,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","LUX","Luxembourg","NBR","Number","0","Units",,,1323,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","LUX","Luxembourg","NBR","Number","0","Units",,,1205,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","LUX","Luxembourg","NBR","Number","0","Units",,,124,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","LUX","Luxembourg","NBR","Number","0","Units",,,121,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","LUX","Luxembourg","NBR","Number","0","Units",,,109,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","LUX","Luxembourg","NBR","Number","0","Units",,,354,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","LUX","Luxembourg","NBR","Number","0","Units",,,124,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","LUX","Luxembourg","NBR","Number","0","Units",,,121,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","LUX","Luxembourg","NBR","Number","0","Units",,,109,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","MEX","Mexico","NBR","Number","0","Units",,,27322,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","MEX","Mexico","NBR","Number","0","Units",,,10000,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","MEX","Mexico","NBR","Number","0","Units",,,175,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","MEX","Mexico","NBR","Number","0","Units",,,6,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","MEX","Mexico","NBR","Number","0","Units",,,329,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","MEX","Mexico","NBR","Number","0","Units",,,510,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","MEX","Mexico","NBR","Number","0","Units",,,105,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","MEX","Mexico","NBR","Number","0","Units",,,5,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","MEX","Mexico","NBR","Number","0","Units",,,165,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","NLD","Netherlands","NBR","Number","0","Units",,,1578,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","NLD","Netherlands","NBR","Number","0","Units",,,116,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","NLD","Netherlands","NBR","Number","0","Units",,,71,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","NLD","Netherlands","NBR","Number","0","Units",,,170,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","NLD","Netherlands","NBR","Number","0","Units",,,357,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","NZL","New Zealand","NBR","Number","0","Units",,,4930,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","NZL","New Zealand","NBR","Number","0","Units",,,2377,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","NZL","New Zealand","NBR","Number","0","Units",,,61,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","NZL","New Zealand","NBR","Number","0","Units",,,141,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","NZL","New Zealand","NBR","Number","0","Units",,,67,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","NOR","Norway","NBR","Number","0","Units",,,3243,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","NOR","Norway","NBR","Number","0","Units",,,1357,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","NOR","Norway","NBR","Number","0","Units",,,100,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","NOR","Norway","NBR","Number","0","Units",,,35,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","NOR","Norway","NBR","Number","0","Units",,,111,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","NOR","Norway","NBR","Number","0","Units",,,246,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","NOR","Norway","NBR","Number","0","Units",,,100,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","NOR","Norway","NBR","Number","0","Units",,,35,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","NOR","Norway","NBR","Number","0","Units",,,111,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","POL","Poland","NBR","Number","0","Units",,,3087,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","POL","Poland","NBR","Number","0","Units",,,2534,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","POL","Poland","NBR","Number","0","Units",,,139,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","POL","Poland","NBR","Number","0","Units",,,123,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","POL","Poland","NBR","Number","0","Units",,,226,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","POL","Poland","NBR","Number","0","Units",,,488,,
"ENDANGERED_IND","Number of endangered indigenous species","VASCULAR_PLANT","Vascular plants","POL","Poland","NBR","Number","0","Units",,,123,,
"CRITICAL_IND","Number of critically endangered indigenous species","VASCULAR_PLANT","Vascular plants","POL","Poland","NBR","Number","0","Units",,,110,,
"VULNERABLE_IND","Number of vulnerable indigenous species","VASCULAR_PLANT","Vascular plants","POL","Poland","NBR","Number","0","Units",,,195,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","PRT","Portugal","NBR","Number","0","Units",,,3607,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","PRT","Portugal","NBR","Number","0","Units",,,2927,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","SVK","Slovak Republic","NBR","Number","0","Units",,,3619,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","SVK","Slovak Republic","NBR","Number","0","Units",,,171,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","SVK","Slovak Republic","NBR","Number","0","Units",,,155,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","SVK","Slovak Republic","NBR","Number","0","Units",,,201,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","SVK","Slovak Republic","NBR","Number","0","Units",,,527,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","ESP","Spain","NBR","Number","0","Units",,,7069,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","ESP","Spain","NBR","Number","0","Units",,,1060,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","SWE","Sweden","NBR","Number","0","Units",,,1561,,
"TOT_KNOWN_IND","Total number of indigenous known species","VASCULAR_PLANT","Vascular plants","SWE","Sweden","NBR","Number","0","Units",,,1561,,
"ENDANGERED","Number of endangered species","VASCULAR_PLANT","Vascular plants","SWE","Sweden","NBR","Number","0","Units",,,114,,
"CRITICAL","Number of critically endangered species","VASCULAR_PLANT","Vascular plants","SWE","Sweden","NBR","Number","0","Units",,,43,,
"VULNERABLE","Number of vulnerable species","VASCULAR_PLANT","Vascular plants","SWE","Sweden","NBR","Number","0","Units",,,113,,
"THREATENED","Total number of threatened species","VASCULAR_PLANT","Vascular plants","SWE","Sweden","NBR","Number","0","Units",,,270,,
"TOT_KNOWN","Total number of known species","VASCULAR_PLANT","Vascular plants","CHE","Switzerland","NBR","Number","0","Units",,,2712,,
